system:index,GEM_plot_code,long,LAI,plot_name,region_name,site,.geo,date
2_2014_01_21_164,ANK-01,-2.65,4.4,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2014-01-21
2_2014_01_21_165,ANK-03,-2.65,1.9000000000000001,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2014-01-21
2_2014_02_02_166,BOB-01,-1.338918,5.2,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-02-02
2_2014_02_18_166,BOB-01,-1.338918,3.6,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-02-18
2_2014_03_02_166,BOB-01,-1.338918,3.9000000000000004,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-03-02
2_2014_03_06_166,BOB-01,-1.338918,3.4000000000000004,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-03-06
2_2014_03_22_166,BOB-01,-1.338918,3.6,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-03-22
2_2014_04_03_164,ANK-01,-2.65,3.7,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2014-04-03
2_2014_04_03_165,ANK-03,-2.65,3.4000000000000004,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2014-04-03
2_2014_05_17_165,ANK-03,-2.65,3.8000000000000003,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2014-05-17
2_2014_07_16_165,ANK-03,-2.65,2.1,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2014-07-16
2_2014_09_10_165,ANK-03,-2.65,1.6,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2014-09-10
2_2014_10_16_166,BOB-01,-1.338918,4.800000000000001,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-10-16
2_2014_10_28_164,ANK-01,-2.65,4.2,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2014-10-28
2_2014_10_28_166,BOB-01,-1.338918,4.2,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-10-28
2_2014_11_05_166,BOB-01,-1.338918,4.5,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-11-05
2_2014_11_17_166,BOB-01,-1.338918,2.4000000000000004,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-11-17
2_2014_11_29_165,ANK-03,-2.65,1.8,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2014-11-29
2_2014_12_03_165,ANK-03,-2.65,2.3000000000000003,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2014-12-03
2_2014_12_03_166,BOB-01,-1.338918,2.8000000000000003,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-12-03
2_2014_12_15_166,BOB-01,-1.338918,4.5,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-12-15
2_2014_12_19_166,BOB-01,-1.338918,3.8000000000000003,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-12-19
2_2014_12_23_166,BOB-01,-1.338918,4.6000000000000005,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-12-23
2_2014_12_27_165,ANK-03,-2.65,4.2,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2014-12-27
2_2014_12_31_166,BOB-01,-1.338918,4.1000000000000005,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2014-12-31
2_2015_01_01_166,BOB-01,-1.338918,4,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-01-01
2_2015_01_05_164,ANK-01,-2.65,1.1,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2015-01-05
2_2015_01_05_165,ANK-03,-2.65,1.7000000000000002,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2015-01-05
2_2015_01_05_166,BOB-01,-1.338918,4.3,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-01-05
2_2015_01_17_164,ANK-01,-2.65,3.4000000000000004,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2015-01-17
2_2015_01_17_165,ANK-03,-2.65,4.3,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2015-01-17
2_2015_01_17_166,BOB-01,-1.338918,4.800000000000001,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-01-17
2_2015_02_02_166,BOB-01,-1.338918,1.9000000000000001,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-02-02
2_2015_02_14_165,ANK-03,-2.65,2.9000000000000004,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2015-02-14
2_2015_02_22_165,ANK-03,-2.65,1.2000000000000002,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2015-02-22
2_2015_02_22_166,BOB-01,-1.338918,4.1000000000000005,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-02-22
2_2015_03_02_166,BOB-01,-1.338918,3.7,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-03-02
2_2015_04_07_165,ANK-03,-2.65,2.5,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2015-04-07
2_2015_04_11_165,ANK-03,-2.65,1.6,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2015-04-11
2_2015_05_05_165,ANK-03,-2.65,4.4,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2015-05-05
2_2015_05_13_165,ANK-03,-2.65,2.4000000000000004,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2015-05-13
2_2015_06_06_165,ANK-03,-2.65,4.9,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2015-06-06
2_2015_07_12_165,ANK-03,-2.65,3.9000000000000004,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2015-07-12
2_2015_10_04_166,BOB-01,-1.338918,1.8,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-10-04
2_2015_10_28_166,BOB-01,-1.338918,4.1000000000000005,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-10-28
2_2015_11_17_165,ANK-03,-2.65,2.5,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2015-11-17
2_2015_11_21_166,BOB-01,-1.338918,3.5,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-11-21
2_2015_11_25_164,ANK-01,-2.65,3.6,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2015-11-25
2_2015_12_19_164,ANK-01,-2.65,4.800000000000001,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2015-12-19
2_2015_12_19_165,ANK-03,-2.65,3.8000000000000003,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2015-12-19
2_2015_12_19_166,BOB-01,-1.338918,4.6000000000000005,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-12-19
2_2015_12_23_166,BOB-01,-1.338918,4.3,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-12-23
2_2015_12_27_166,BOB-01,-1.338918,4.1000000000000005,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-12-27
2_2015_12_31_166,BOB-01,-1.338918,2.6,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2015-12-31
2_2016_01_01_165,ANK-03,-2.65,1.7000000000000002,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2016-01-01
2_2016_01_01_166,BOB-01,-1.338918,3,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-01-01
2_2016_01_05_164,ANK-01,-2.65,3.8000000000000003,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2016-01-05
2_2016_01_05_166,BOB-01,-1.338918,2.2,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-01-05
2_2016_01_09_166,BOB-01,-1.338918,4.4,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-01-09
2_2016_01_13_165,ANK-03,-2.65,3.1,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2016-01-13
2_2016_01_17_165,ANK-03,-2.65,6.6000000000000005,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2016-01-17
2_2016_01_17_166,BOB-01,-1.338918,1.1,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-01-17
2_2016_01_21_165,ANK-03,-2.65,4.1000000000000005,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2016-01-21
2_2016_01_21_166,BOB-01,-1.338918,3.8000000000000003,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-01-21
2_2016_02_06_166,BOB-01,-1.338918,1.4000000000000001,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-02-06
2_2016_02_10_166,BOB-01,-1.338918,1.5,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-02-10
2_2016_02_18_166,BOB-01,-1.338918,1.1,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-02-18
2_2016_03_01_166,BOB-01,-1.338918,6.1000000000000005,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-03-01
2_2016_03_05_165,ANK-03,-2.65,3.9000000000000004,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2016-03-05
2_2016_03_05_166,BOB-01,-1.338918,2.9000000000000004,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-03-05
2_2016_03_21_166,BOB-01,-1.338918,3.5,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-03-21
2_2016_04_18_166,BOB-01,-1.338918,3.7,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-04-18
2_2016_04_26_165,ANK-03,-2.65,6.800000000000001,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2016-04-26
2_2016_09_17_165,ANK-03,-2.65,4.7,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2016-09-17
2_2016_10_19_165,ANK-03,-2.65,1.8,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2016-10-19
2_2016_10_23_164,ANK-01,-2.65,3.7,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2016-10-23
2_2016_10_27_165,ANK-03,-2.65,1,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2016-10-27
2_2016_10_27_166,BOB-01,-1.338918,4.800000000000001,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-10-27
2_2016_10_31_165,ANK-03,-2.65,4.9,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2016-10-31
2_2016_11_12_164,ANK-01,-2.65,4.4,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2016-11-12
2_2016_11_12_166,BOB-01,-1.338918,4.3,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-11-12
2_2016_11_24_166,BOB-01,-1.338918,2.8000000000000003,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-11-24
2_2016_12_02_166,BOB-01,-1.338918,3.6,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-12-02
2_2016_12_06_164,ANK-01,-2.65,2.9000000000000004,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2016-12-06
2_2016_12_06_166,BOB-01,-1.338918,4,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-12-06
2_2016_12_10_166,BOB-01,-1.338918,3,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-12-10
2_2016_12_18_164,ANK-01,-2.65,4.3,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2016-12-18
2_2016_12_18_165,ANK-03,-2.65,2.2,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2016-12-18
2_2016_12_22_166,BOB-01,-1.338918,3.2,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2016-12-22
2_2017_01_01_166,BOB-01,-1.338918,4.7,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2017-01-01
2_2017_01_13_166,BOB-01,-1.338918,4.4,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2017-01-13
2_2017_01_17_164,ANK-01,-2.65,4.3,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2017-01-17
2_2017_01_17_165,ANK-03,-2.65,2.9000000000000004,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-01-17
2_2017_01_17_166,BOB-01,-1.338918,4.2,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2017-01-17
2_2017_01_21_166,BOB-01,-1.338918,3.2,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2017-01-21
2_2017_01_29_165,ANK-03,-2.65,4.2,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-01-29
2_2017_02_06_164,ANK-01,-2.65,5,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2017-02-06
2_2017_02_06_166,BOB-01,-1.338918,2.7,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2017-02-06
2_2017_02_14_164,ANK-01,-2.65,3.8000000000000003,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2017-02-14
2_2017_02_14_165,ANK-03,-2.65,2.6,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-02-14
2_2017_02_26_166,BOB-01,-1.338918,3.4000000000000004,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2017-02-26
2_2017_03_30_166,BOB-01,-1.338918,3.3000000000000003,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2017-03-30
2_2017_04_03_166,BOB-01,-1.338918,4.800000000000001,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2017-04-03
2_2017_04_15_164,ANK-01,-2.65,4.1000000000000005,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2017-04-15
2_2017_04_19_165,ANK-03,-2.65,2.2,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-04-19
2_2017_04_27_165,ANK-03,-2.65,3.9000000000000004,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-04-27
2_2017_06_10_165,ANK-03,-2.65,4,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-06-10
2_2017_07_28_165,ANK-03,-2.65,1.2000000000000002,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-07-28
2_2017_08_17_165,ANK-03,-2.65,1,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-08-17
2_2017_08_21_166,BOB-01,-1.338918,3.9000000000000004,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2017-08-21
2_2017_09_02_165,ANK-03,-2.65,2.1,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-09-02
2_2017_09_26_165,ANK-03,-2.65,2.3000000000000003,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-09-26
2_2017_11_01_166,BOB-01,-1.338918,4.4,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2017-11-01
2_2017_11_05_166,BOB-01,-1.338918,2.9000000000000004,Bobiri_Plot_1_,Bobiri,BOB,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-1.338918,6.691043]}",2017-11-05
2_2017_11_09_164,ANK-01,-2.65,3.9000000000000004,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2017-11-09
2_2017_11_25_164,ANK-01,-2.65,3.8000000000000003,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2017-11-25
2_2017_12_03_164,ANK-01,-2.65,3.6,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2017-12-03
2_2017_12_03_165,ANK-03,-2.65,1.4000000000000001,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-12-03
2_2017_12_19_164,ANK-01,-2.65,1.4000000000000001,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2017-12-19
2_2017_12_19_165,ANK-03,-2.65,1.2000000000000002,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-12-19
2_2017_12_23_164,ANK-01,-2.65,5.1000000000000005,Ankasa_Plot_1,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.21]}",2017-12-23
2_2017_12_23_165,ANK-03,-2.65,3.7,Ankasa_Plot_3,Ankasa National Park,ANK,"{""geodesic"":true,""type"":""Point"",""coordinates"":[-2.65,5.25]}",2017-12-23
